user_id,archetype,signup_date,assigned_professor,timer_experiment,question_experiment,notification_experiment,total_events,last_active_date,total_sessions,avg_session_duration_sec,funnel_max_stage,days_active,quiz_attempts,quiz_pass_rate
u_00113,power_user,2025-01-09,prof_017,no_timer,3_questions,notification,420,2025-04-01,71,63377.59154929577,7,77,51.0,0.9411764705882353
u_00114,power_user,2025-01-06,prof_004,no_timer,3_questions,no_notification,388,2025-04-01,61,60577.81967213115,7,71,50.0,0.94
u_00115,power_user,2025-01-04,prof_017,no_timer,5_questions,no_notification,300,2025-03-31,74,31387.932432432433,7,76,29.0,0.9655172413793104
u_00116,power_user,2025-01-06,prof_018,no_timer,3_questions,no_notification,422,2025-04-02,73,51131.72602739726,7,79,53.0,0.7547169811320755
u_00117,power_user,2025-01-09,prof_015,no_timer,3_questions,no_notification,397,2025-04-02,65,62424.553846153845,7,72,51.0,0.9215686274509803
u_00118,power_user,2025-01-11,prof_017,no_timer,3_questions,no_notification,353,2025-04-02,62,47968.596774193546,7,70,41.0,0.8292682926829268
u_00119,power_user,2025-01-06,prof_015,timer,5_questions,notification,345,2025-03-31,78,37739.794871794875,7,79,35.0,0.9142857142857143
u_00120,power_user,2025-01-06,prof_009,no_timer,5_questions,notification,448,2025-04-01,78,56497.833333333336,7,83,56.0,0.8571428571428571
u_00121,power_user,2025-01-02,prof_005,timer,3_questions,no_notification,473,2025-04-01,80,51829.0875,7,84,56.0,0.9107142857142857
u_00122,power_user,2025-01-06,prof_005,timer,3_questions,no_notification,450,2025-03-31,72,76143.29166666667,7,79,57.0,1.0
u_00123,power_user,2025-01-14,prof_014,no_timer,5_questions,no_notification,318,2025-03-31,63,47651.87301587302,7,68,36.0,0.8333333333333334
u_00124,power_user,2025-01-11,prof_002,timer,5_questions,no_notification,312,2025-03-31,51,67363.35294117648,7,60,40.0,0.9
u_00125,power_user,2025-01-10,prof_019,timer,5_questions,no_notification,372,2025-04-01,63,60012.52380952381,7,72,44.0,0.9772727272727273
u_00126,power_user,2025-01-11,prof_001,no_timer,5_questions,no_notification,397,2025-04-02,73,54795.849315068495,7,77,49.0,0.8979591836734694
u_00127,power_user,2025-01-05,prof_014,timer,5_questions,notification,370,2025-04-02,77,48941.545454545456,7,83,41.0,0.9512195121951219
u_00128,power_user,2025-01-06,prof_009,no_timer,5_questions,notification,443,2025-04-01,75,63254.05333333334,7,78,53.0,0.9245283018867925
u_00129,power_user,2025-01-05,prof_013,no_timer,5_questions,notification,422,2025-03-31,72,50764.63888888889,7,75,52.0,0.8269230769230769
u_00130,power_user,2025-01-13,prof_015,timer,3_questions,no_notification,411,2025-03-31,70,62120.485714285714,7,74,49.0,1.0
u_00131,power_user,2025-01-03,prof_019,timer,3_questions,no_notification,453,2025-03-31,74,67247.2027027027,7,81,57.0,0.9473684210526315
u_00132,power_user,2025-01-01,prof_005,no_timer,3_questions,notification,519,2025-03-31,83,69383.2530120482,7,86,66.0,0.9696969696969697
u_00133,power_user,2025-01-03,prof_009,no_timer,5_questions,notification,410,2025-04-01,69,57443.333333333336,7,75,50.0,0.94
u_00134,power_user,2025-01-10,prof_015,no_timer,5_questions,no_notification,348,2025-04-01,64,56218.875,7,73,42.0,0.9523809523809523
u_00135,power_user,2025-01-07,prof_009,no_timer,5_questions,notification,435,2025-03-31,75,52130.45333333333,7,78,52.0,0.8461538461538461
u_00136,power_user,2025-01-04,prof_016,timer,3_questions,no_notification,432,2025-04-01,74,59063.39189189189,7,80,52.0,0.9423076923076923
u_00137,power_user,2025-01-06,prof_008,timer,3_questions,notification,384,2025-04-01,64,58677.734375,7,73,46.0,0.9565217391304348
u_00138,power_user,2025-01-13,prof_008,timer,3_questions,notification,391,2025-03-30,65,61477.24615384615,7,71,48.0,0.9375
u_00139,power_user,2025-01-11,prof_008,timer,5_questions,notification,455,2025-03-31,74,63620.89189189189,7,76,58.0,0.9310344827586207
u_00140,power_user,2025-01-05,prof_019,timer,5_questions,no_notification,256,2025-03-31,53,36142.79245283019,7,62,28.0,0.9285714285714286
u_00141,power_user,2025-01-11,prof_012,timer,3_questions,notification,396,2025-04-02,65,66083.84615384616,7,73,50.0,0.92
u_00142,power_user,2025-01-08,prof_010,timer,3_questions,no_notification,462,2025-04-01,75,64919.14666666667,7,80,58.0,0.9655172413793104
u_00143,power_user,2025-01-10,prof_019,no_timer,5_questions,notification,413,2025-04-02,73,51450.46575342466,7,76,47.0,0.9361702127659575
u_00144,power_user,2025-01-04,prof_003,timer,3_questions,no_notification,358,2025-03-31,60,76528.73333333334,7,67,43.0,0.9767441860465116
u_00145,power_user,2025-01-09,prof_020,timer,3_questions,no_notification,363,2025-03-29,58,76531.72413793103,7,70,47.0,0.9787234042553191
u_00146,power_user,2025-01-03,prof_018,no_timer,5_questions,notification,340,2025-03-31,78,35549.5,7,81,34.0,0.9117647058823529
u_00147,power_user,2025-01-02,prof_017,no_timer,3_questions,no_notification,436,2025-04-01,71,61868.0,7,79,57.0,0.7719298245614035
u_00148,power_user,2025-01-11,prof_016,timer,5_questions,no_notification,281,2025-03-31,59,34294.42372881356,7,65,28.0,0.8214285714285714
u_00149,power_user,2025-01-08,prof_015,timer,5_questions,notification,376,2025-03-31,74,49238.59459459459,7,77,43.0,0.9534883720930233
u_00150,power_user,2025-01-02,prof_017,no_timer,5_questions,no_notification,345,2025-04-01,59,60901.84745762712,7,71,42.0,0.7857142857142857
u_00151,power_user,2025-01-13,prof_014,no_timer,5_questions,notification,341,2025-03-31,67,41174.80597014925,7,72,37.0,0.8918918918918919
u_00152,power_user,2025-01-03,prof_003,no_timer,5_questions,notification,400,2025-03-31,73,46603.16438356164,7,78,47.0,0.851063829787234
u_00153,power_user,2025-01-13,prof_015,no_timer,5_questions,notification,392,2025-03-31,71,54656.028169014084,7,75,48.0,0.8541666666666666
u_00154,power_user,2025-01-03,prof_016,no_timer,3_questions,no_notification,358,2025-03-31,70,44834.22857142857,7,76,43.0,0.7906976744186046
u_00155,power_user,2025-01-06,prof_007,no_timer,5_questions,no_notification,371,2025-04-01,65,59586.13846153846,7,71,48.0,0.8333333333333334
u_00156,power_user,2025-01-03,prof_009,no_timer,3_questions,notification,428,2025-04-02,73,48887.109589041094,7,81,51.0,0.8431372549019608
u_00157,power_user,2025-01-07,prof_003,timer,5_questions,no_notification,350,2025-04-01,60,48061.583333333336,7,71,42.0,0.9047619047619048
u_00158,power_user,2025-01-07,prof_018,timer,5_questions,no_notification,411,2025-03-31,69,62015.10144927536,7,78,51.0,0.9411764705882353
u_00159,power_user,2025-01-08,prof_015,timer,3_questions,no_notification,366,2025-03-31,60,66134.08333333333,7,73,45.0,0.9777777777777777
u_00160,power_user,2025-01-11,prof_008,no_timer,3_questions,no_notification,340,2025-03-31,59,47675.220338983054,7,67,41.0,0.8048780487804879
u_00161,power_user,2025-01-10,prof_019,no_timer,5_questions,no_notification,350,2025-04-02,57,58734.43859649123,7,67,48.0,0.7083333333333334
u_00162,power_user,2025-01-02,prof_014,no_timer,5_questions,no_notification,355,2025-04-02,68,45986.69117647059,7,77,40.0,0.875
u_00163,power_user,2025-01-14,prof_009,no_timer,5_questions,notification,390,2025-04-01,73,55065.09589041096,7,76,47.0,0.8723404255319149
u_00164,power_user,2025-01-14,prof_004,timer,5_questions,notification,407,2025-04-02,70,51302.985714285714,7,74,48.0,0.9583333333333334
u_00165,power_user,2025-01-03,prof_018,timer,3_questions,notification,500,2025-04-02,80,70309.3,7,85,64.0,0.9375
u_00166,power_user,2025-01-09,prof_016,no_timer,5_questions,notification,382,2025-03-31,71,49293.859154929574,7,77,43.0,0.9534883720930233
u_00167,power_user,2025-01-13,prof_007,no_timer,3_questions,no_notification,405,2025-04-01,67,63195.55223880597,7,72,50.0,0.96
u_00168,power_user,2025-01-10,prof_006,no_timer,3_questions,notification,393,2025-04-02,69,53215.27536231884,7,71,44.0,0.9772727272727273
u_00169,power_user,2025-01-10,prof_009,timer,3_questions,no_notification,376,2025-03-31,63,59001.77777777778,7,71,47.0,0.9148936170212766
u_00170,power_user,2025-01-06,prof_005,no_timer,3_questions,notification,445,2025-04-01,74,60000.98648648649,7,79,57.0,0.8421052631578947
u_00171,power_user,2025-01-10,prof_019,no_timer,5_questions,no_notification,346,2025-04-01,63,48510.857142857145,7,66,41.0,0.926829268292683
u_00172,power_user,2025-01-02,prof_015,no_timer,3_questions,notification,471,2025-04-01,79,56999.56962025316,7,84,58.0,0.9137931034482759
u_00173,power_user,2025-01-10,prof_009,no_timer,3_questions,notification,455,2025-04-01,74,62958.32432432433,7,77,58.0,0.9310344827586207
u_00174,power_user,2025-01-06,prof_013,no_timer,3_questions,notification,478,2025-04-02,79,64600.240506329115,7,85,60.0,0.8666666666666667
u_00175,power_user,2025-01-01,prof_005,timer,5_questions,notification,388,2025-04-01,78,47327.46153846154,7,83,45.0,0.9555555555555556
u_00176,power_user,2025-01-01,prof_008,timer,5_questions,notification,452,2025-03-31,80,62801.1,7,86,54.0,0.9444444444444444
u_00177,power_user,2025-01-05,prof_017,no_timer,5_questions,no_notification,314,2025-03-31,61,44769.49180327869,7,68,35.0,0.9142857142857143
u_00178,power_user,2025-01-08,prof_010,no_timer,5_questions,notification,386,2025-03-31,72,53773.541666666664,7,74,47.0,0.9148936170212766
u_00179,power_user,2025-01-12,prof_020,timer,3_questions,notification,420,2025-04-02,69,57529.3768115942,7,74,52.0,0.8653846153846154
u_00180,power_user,2025-01-01,prof_009,timer,3_questions,notification,440,2025-04-01,76,49465.97368421053,7,83,52.0,0.9423076923076923
u_00181,power_user,2025-01-05,prof_006,timer,3_questions,notification,492,2025-04-01,80,64447.175,7,83,63.0,0.9682539682539683
u_00182,power_user,2025-01-02,prof_014,no_timer,5_questions,no_notification,319,2025-04-02,57,54123.14035087719,7,72,38.0,0.9736842105263158
u_00183,power_user,2025-01-14,prof_002,timer,5_questions,no_notification,326,2025-04-01,64,41795.3125,7,69,35.0,0.9428571428571428
u_00184,power_user,2025-01-11,prof_015,timer,3_questions,no_notification,361,2025-03-29,62,51323.08064516129,7,69,43.0,0.9069767441860465
u_00185,power_user,2025-01-02,prof_019,timer,5_questions,notification,453,2025-04-01,78,59904.60256410256,7,86,54.0,0.9444444444444444
u_00186,power_user,2025-01-12,prof_018,timer,3_questions,no_notification,358,2025-04-02,62,54743.12903225807,7,69,42.0,0.9047619047619048
u_00187,power_user,2025-01-08,prof_005,timer,3_questions,notification,412,2025-03-31,71,60359.09859154929,7,76,49.0,0.8979591836734694
u_00188,power_user,2025-01-13,prof_010,no_timer,5_questions,notification,422,2025-04-01,72,57999.61111111111,7,74,51.0,0.9215686274509803
u_00189,power_user,2025-01-03,prof_015,no_timer,5_questions,no_notification,381,2025-04-01,72,51295.98611111111,7,80,47.0,0.851063829787234
u_00190,power_user,2025-01-09,prof_017,no_timer,5_questions,notification,443,2025-04-02,74,67632.24324324324,7,79,55.0,0.9636363636363636
u_00191,power_user,2025-01-14,prof_020,timer,5_questions,no_notification,315,2025-04-02,58,52706.51724137931,7,63,36.0,0.9722222222222222
u_00192,power_user,2025-01-02,prof_020,no_timer,3_questions,notification,430,2025-03-31,78,46362.1282051282,7,80,51.0,0.7647058823529411
u_00193,power_user,2025-01-10,prof_008,timer,5_questions,notification,463,2025-03-31,75,53213.84,7,77,56.0,1.0
u_00194,power_user,2025-01-14,prof_006,no_timer,5_questions,no_notification,329,2025-04-02,61,49618.45901639344,7,69,40.0,0.85
u_00195,power_user,2025-01-13,prof_006,no_timer,5_questions,notification,404,2025-03-31,68,49340.455882352944,7,72,53.0,0.7735849056603774
u_00196,power_user,2025-01-02,prof_016,no_timer,5_questions,no_notification,337,2025-04-01,69,46526.79710144927,7,75,38.0,0.8157894736842105
u_00197,power_user,2025-01-07,prof_011,timer,3_questions,no_notification,415,2025-04-01,70,64482.514285714286,7,77,50.0,0.92
u_00198,power_user,2025-01-03,prof_014,no_timer,5_questions,no_notification,351,2025-04-01,68,48764.367647058825,7,74,41.0,0.926829268292683
u_00199,power_user,2025-01-14,prof_018,timer,5_questions,notification,410,2025-04-01,70,51819.81428571429,7,75,48.0,0.9166666666666666
u_00200,power_user,2025-01-13,prof_011,no_timer,5_questions,notification,390,2025-04-01,64,64875.84375,7,72,49.0,0.9591836734693877
