user_id,archetype,signup_date,daily_open_prob,funnel_depth,pass_rate,churn_day,avg_session_min,assigned_professor,timer_experiment,question_experiment,notification_experiment
u_00036,power_user,2025-01-04,0.8625246425172938,0.9673224104748488,0.8459987639210754,,12.348380545741506,prof_003,no_timer,3_questions,notification
u_00037,power_user,2025-01-08,0.882652415552488,0.99,0.7875098531417885,,13.752946865175801,prof_005,no_timer,3_questions,no_notification
u_00038,power_user,2025-01-09,0.8587416505995735,0.889157255382038,0.9324673696160433,,13.9876584922713,prof_017,no_timer,3_questions,notification
u_00039,power_user,2025-01-09,0.7834962967242607,0.9487356187214435,0.947158410614839,,10.89817852507871,prof_010,no_timer,5_questions,no_notification
u_00040,power_user,2025-01-03,0.8911030079997245,0.99,0.8677305941998564,,10.869395753463765,prof_017,no_timer,3_questions,notification
u_00041,power_user,2025-01-07,0.8769804600791833,0.8750852181314034,0.8794278276265136,,12.620031131435468,prof_008,timer,5_questions,notification
u_00042,power_user,2025-01-08,0.9104690985343317,0.9768980001845997,0.95,,12.140648145227921,prof_019,timer,3_questions,notification
u_00043,power_user,2025-01-01,0.8812833673882503,0.9071421221791858,0.8264553750969443,,12.723708622864779,prof_003,timer,3_questions,notification
u_00044,power_user,2025-01-12,0.7608374468917238,0.9378432769796492,0.8963611693182933,,12.759862952508797,prof_002,no_timer,3_questions,notification
u_00045,power_user,2025-01-05,0.843793380555917,0.9870170408973868,0.8573768883827665,,13.165574692355413,prof_009,no_timer,3_questions,notification
u_00046,power_user,2025-01-05,0.8195313312057793,0.9093239451519988,0.7640965875906085,,11.597972472235691,prof_019,no_timer,3_questions,no_notification
u_00047,power_user,2025-01-10,0.8586590462925591,0.9692658689864418,0.8358071281899433,,12.230587658918292,prof_014,timer,3_questions,notification
u_00048,power_user,2025-01-06,0.7847151222979455,0.9124619078466163,0.8287250065139922,,10.225440582997422,prof_014,no_timer,5_questions,no_notification
u_00049,power_user,2025-01-08,0.9041525621587638,0.99,0.8111165316021455,,10.593262440127315,prof_015,timer,3_questions,notification
u_00050,power_user,2025-01-07,0.7724283027954674,0.9244753390211202,0.8433524432478139,,12.29301970882046,prof_013,no_timer,3_questions,notification
u_00051,power_user,2025-01-07,0.9218678164166764,0.9503653186370316,0.9465440663986042,,13.482303915756168,prof_007,timer,5_questions,notification
u_00052,power_user,2025-01-14,0.8342365377679827,0.9879484610246633,0.8413587392731214,,11.644772089889987,prof_014,timer,5_questions,no_notification
u_00053,power_user,2025-01-07,0.7899934131134918,0.99,0.8874916858169799,,12.211361052106984,prof_008,timer,5_questions,notification
u_00054,power_user,2025-01-01,0.8053439863185388,0.9332591376302632,0.95,,12.192826500106621,prof_002,timer,3_questions,notification
u_00055,power_user,2025-01-12,0.8476178144421478,0.9759347228858889,0.8604299093959085,,12.657033896132512,prof_006,no_timer,5_questions,no_notification
u_00056,power_user,2025-01-14,0.9571972044662662,0.9816959511159005,0.7787428706671197,,12.279681472154142,prof_007,no_timer,3_questions,notification
u_00057,power_user,2025-01-01,0.7846042850165312,0.8504700225211318,0.8371225557169449,,13.260008064933643,prof_013,timer,5_questions,no_notification
u_00058,power_user,2025-01-10,0.8114090461121622,0.99,0.8632876454424816,,11.523229640234124,prof_015,no_timer,5_questions,no_notification
u_00059,power_user,2025-01-02,0.8340322461092611,0.9397691747261205,0.8935530874371131,,15.367209909015845,prof_005,timer,5_questions,notification
u_00060,power_user,2025-01-05,0.7836584116932052,0.99,0.8434629298385173,,10.080120400105304,prof_002,timer,5_questions,notification
u_00061,power_user,2025-01-05,0.8330306853410901,0.9092364531739038,0.9149546190929995,,12.899844950566509,prof_002,no_timer,3_questions,notification
u_00062,power_user,2025-01-04,0.837371592430342,0.8876108409017575,0.95,,9.85478793305905,prof_017,timer,3_questions,notification
u_00063,power_user,2025-01-05,0.83378022762163,0.9762304500315254,0.95,,12.126245281511881,prof_020,timer,3_questions,no_notification
u_00064,power_user,2025-01-13,0.8398771237084224,0.953044830355858,0.9123581348393522,,12.189142241736043,prof_004,timer,3_questions,notification
u_00065,power_user,2025-01-08,0.8874552838482161,0.99,0.8913492150609675,,11.593556606748392,prof_014,no_timer,5_questions,notification
u_00066,power_user,2025-01-11,0.8424107452482208,0.9794158603242288,0.8940495933867516,,11.06595072026911,prof_011,timer,5_questions,no_notification
u_00067,power_user,2025-01-01,0.7922242044955258,0.99,0.8237524131083571,,13.922880570471301,prof_005,no_timer,5_questions,no_notification
u_00068,power_user,2025-01-03,0.818888141754686,0.932225567954182,0.9276005546923347,,14.178825371193557,prof_003,timer,5_questions,notification
u_00069,power_user,2025-01-13,0.8454960683409897,0.9247059973382852,0.8825371979427633,,12.741899837822572,prof_003,timer,5_questions,notification
u_00070,power_user,2025-01-05,0.8873646802561631,0.9805185132716732,0.8789549203017926,,12.175991074963173,prof_012,timer,3_questions,no_notification
u_00071,power_user,2025-01-02,0.8746070516968331,0.8736273687082794,0.8890246252749774,,13.606562286176263,prof_010,timer,5_questions,no_notification
u_00072,power_user,2025-01-12,0.9276429887919663,0.9280241062262861,0.8596042323614352,,12.3924345839587,prof_020,timer,5_questions,notification
u_00073,power_user,2025-01-01,0.8337013429509256,0.99,0.8027500525701501,,10.735897355269616,prof_005,no_timer,3_questions,notification
u_00074,power_user,2025-01-03,0.8662083176244221,0.9434928472816158,0.8848497982496359,,12.892735538155371,prof_018,timer,5_questions,no_notification
u_00075,power_user,2025-01-05,0.8600953720901398,0.9097631657462252,0.8079673630596592,,12.403976481378807,prof_020,timer,5_questions,notification
u_00076,power_user,2025-01-05,0.8812059908526078,0.981417275463214,0.8793876613576542,,10.654118442771253,prof_009,no_timer,5_questions,notification
u_00077,power_user,2025-01-07,0.8662259158187278,0.99,0.9244492147138577,,12.744096349838813,prof_003,no_timer,5_questions,notification
u_00078,power_user,2025-01-01,0.8283348296548719,0.9601911363763733,0.9079554601307264,,13.30881238714572,prof_001,no_timer,3_questions,no_notification
u_00079,power_user,2025-01-05,0.7709173037192727,0.9539504507122027,0.9330346231590151,,12.356227877432909,prof_006,no_timer,5_questions,notification
u_00080,power_user,2025-01-06,0.8140777889373781,0.9393276424144076,0.8955453782799002,,14.213034325424328,prof_004,timer,3_questions,notification
u_00081,power_user,2025-01-11,0.810414001067221,0.8914011572774777,0.8006768190786833,,11.366734237573505,prof_012,timer,5_questions,notification
u_00082,power_user,2025-01-02,0.8158828699439923,0.9475902257232093,0.9435569112990457,,13.15629465219606,prof_002,no_timer,5_questions,notification
u_00083,power_user,2025-01-13,0.8230127320337702,0.8790019183504154,0.8376533131376168,,11.93212556439102,prof_012,timer,3_questions,notification
u_00084,power_user,2025-01-01,0.8612046240905208,0.9506296200390897,0.8848838049274416,,10.8404853242168,prof_012,no_timer,3_questions,notification
u_00085,power_user,2025-01-04,0.8149093278736199,0.9016444472699516,0.95,,10.947450034488256,prof_006,timer,5_questions,notification
u_00086,power_user,2025-01-11,0.8444534032185245,0.99,0.807357527046382,,13.176009616371253,prof_006,no_timer,5_questions,notification
u_00087,power_user,2025-01-12,0.7895438805219507,0.99,0.8421546954744202,,10.687381765697824,prof_009,timer,3_questions,no_notification
u_00088,power_user,2025-01-05,0.867087798788858,0.99,0.9275211919093025,,11.134644516506395,prof_002,no_timer,3_questions,notification
u_00089,power_user,2025-01-12,0.8176850250349625,0.9298222521576545,0.95,,9.404527034363733,prof_015,no_timer,5_questions,notification
u_00090,power_user,2025-01-09,0.885012147668121,0.9433850278028768,0.8763194442104046,,11.576668216519183,prof_008,timer,3_questions,no_notification
u_00091,power_user,2025-01-01,0.867030762564418,0.9493111022366404,0.9486188898273623,,10.983320860509924,prof_011,no_timer,3_questions,no_notification
u_00092,power_user,2025-01-09,0.8442730077373691,0.99,0.8002786170602816,,11.100937465569341,prof_012,no_timer,5_questions,notification
u_00093,power_user,2025-01-07,0.8629694654499847,0.9651174145165821,0.95,,12.468687721646921,prof_004,no_timer,3_questions,no_notification
u_00094,power_user,2025-01-05,0.8177862409916026,0.99,0.8430190615285323,,11.026129082499436,prof_002,timer,5_questions,no_notification
u_00095,power_user,2025-01-01,0.856014781585595,0.9757219417029374,0.9155807439044444,,10.313036862243196,prof_011,no_timer,3_questions,no_notification
u_00096,power_user,2025-01-02,0.8086053460542143,0.9348067782284536,0.8921166843041556,,15.071098381695357,prof_019,timer,5_questions,notification
u_00097,power_user,2025-01-06,0.8241043872097182,0.99,0.8518370694269819,,15.80888668681634,prof_014,timer,3_questions,no_notification
u_00098,power_user,2025-01-07,0.8822687974792573,0.99,0.8317538269709948,,13.02907718999766,prof_014,timer,5_questions,no_notification
u_00099,power_user,2025-01-06,0.8601556773973253,0.9524786364649702,0.95,,13.910990085883228,prof_004,no_timer,5_questions,no_notification
u_00100,power_user,2025-01-11,0.8625597486109837,0.9273101667513921,0.7785384572453006,,14.941955207945457,prof_011,no_timer,5_questions,notification
u_00101,power_user,2025-01-12,0.861003716440181,0.8558058255383053,0.9284314242313673,,12.968599183084871,prof_007,no_timer,5_questions,notification
u_00102,power_user,2025-01-10,0.8492640870682532,0.9898202714848163,0.8659307446724457,,9.502960205707488,prof_020,no_timer,5_questions,notification
u_00103,power_user,2025-01-02,0.773841956476412,0.99,0.8987794033995823,,9.942615930415315,prof_010,no_timer,3_questions,no_notification
u_00104,power_user,2025-01-11,0.8683299123048424,0.9030060106836322,0.8543066541331653,,10.411179717166572,prof_019,no_timer,5_questions,no_notification
u_00105,power_user,2025-01-03,0.8521851334042136,0.99,0.8838024019948193,,12.529439963308352,prof_015,timer,5_questions,notification
u_00106,power_user,2025-01-03,0.8092250463355756,0.9220487253383071,0.8082955565383738,,11.71270076413006,prof_003,no_timer,5_questions,notification
u_00107,power_user,2025-01-02,0.8312669335821927,0.9090661507340709,0.8487380908223222,,11.589585384744048,prof_008,no_timer,3_questions,notification
u_00108,power_user,2025-01-09,0.8561252749169759,0.99,0.8610471176908839,,10.410631280675027,prof_005,timer,3_questions,notification
u_00109,power_user,2025-01-01,0.8925677132300255,0.9189818138732223,0.8431793913871177,,12.86925660232478,prof_016,timer,5_questions,no_notification
u_00110,power_user,2025-01-08,0.9687070871700298,0.9344637867691402,0.8486737908655728,,8.711804915637032,prof_019,timer,5_questions,no_notification
u_00111,power_user,2025-01-13,0.8700109485203519,0.9107744053093348,0.9035913495633198,,12.976597585005456,prof_013,timer,3_questions,notification
u_00112,power_user,2025-01-12,0.8436041204259617,0.9022229779699786,0.7996776839871214,,12.305195453800835,prof_004,no_timer,3_questions,notification
u_00113,power_user,2025-01-09,0.811445672974778,0.9788087299735551,0.9394799890642375,,12.335004238044533,prof_017,no_timer,3_questions,notification
u_00114,power_user,2025-01-06,0.8113387514773588,0.9324605377413565,0.8909111366265549,,13.36584618355662,prof_004,no_timer,3_questions,no_notification
u_00115,power_user,2025-01-04,0.9171549409053865,0.8846171465908121,0.95,,11.063974906667132,prof_017,no_timer,5_questions,no_notification
u_00116,power_user,2025-01-06,0.9261562038634829,0.9769455021842329,0.8281376922836772,,11.714491982874588,prof_018,no_timer,3_questions,no_notification
u_00117,power_user,2025-01-09,0.8855727132597413,0.9355311026433654,0.8092398740241242,,12.893101703565634,prof_015,no_timer,3_questions,no_notification
u_00118,power_user,2025-01-11,0.8513845465808106,0.9563682739268577,0.8619288580286512,,11.642259948923913,prof_017,no_timer,3_questions,no_notification
u_00119,power_user,2025-01-06,0.8396880520522066,0.8361024791094721,0.9198742102239157,,12.217806090428187,prof_015,timer,5_questions,notification
u_00120,power_user,2025-01-06,0.8495604721848322,0.9725705599323748,0.9207925810244545,,12.850133890378238,prof_009,no_timer,5_questions,notification
u_00121,power_user,2025-01-02,0.9521660244841152,0.99,0.9266506070194175,,10.857397626408272,prof_005,timer,3_questions,no_notification
u_00122,power_user,2025-01-06,0.8820291003474575,0.9092607936004851,0.95,,12.398932904031648,prof_005,timer,3_questions,no_notification
u_00123,power_user,2025-01-14,0.8819296229388687,0.866923996886552,0.8766960100676342,,10.183475700356315,prof_014,no_timer,5_questions,no_notification
u_00124,power_user,2025-01-11,0.7635209953495427,0.99,0.95,,9.082591064443875,prof_002,timer,5_questions,no_notification
u_00125,power_user,2025-01-10,0.8199015660551807,0.988012554731768,0.9353164552414222,,13.157457223952004,prof_019,timer,5_questions,no_notification
u_00126,power_user,2025-01-11,0.9694939136109162,0.9197792760934144,0.8693396436547418,,12.239300108596083,prof_001,no_timer,5_questions,no_notification
u_00127,power_user,2025-01-05,0.8685572936685654,0.9198007406642089,0.884329489373645,,11.76648414691188,prof_014,timer,5_questions,notification
u_00128,power_user,2025-01-06,0.8765958446109423,0.9848175563326244,0.9058062364288846,,12.713240462173761,prof_009,no_timer,5_questions,notification
u_00129,power_user,2025-01-05,0.8771741576481888,0.99,0.7695946724163061,,12.541167637010142,prof_013,no_timer,5_questions,notification
u_00130,power_user,2025-01-13,0.9354646247364811,0.99,0.95,,11.402439914734577,prof_015,timer,3_questions,no_notification
u_00131,power_user,2025-01-03,0.8853962183484837,0.99,0.95,,9.63071886403111,prof_019,timer,3_questions,no_notification
u_00132,power_user,2025-01-01,0.8380410666984915,0.99,0.9246205409907606,,12.143430668834089,prof_005,no_timer,3_questions,notification
u_00133,power_user,2025-01-03,0.7355469371533501,0.99,0.9407361029843274,,10.67870453326761,prof_009,no_timer,5_questions,notification
u_00134,power_user,2025-01-10,0.8669248203747206,0.9292356043049599,0.9116390933053142,,15.406039286706594,prof_015,no_timer,5_questions,no_notification
u_00135,power_user,2025-01-07,0.8914076745195052,0.99,0.855157048366369,,12.581767322295699,prof_009,no_timer,5_questions,notification
u_00136,power_user,2025-01-04,0.9254885656229812,0.9701017240023461,0.8626236633113522,,13.243708026877902,prof_016,timer,3_questions,no_notification
u_00137,power_user,2025-01-06,0.7377598546146344,0.983790436502204,0.95,,10.599542836105613,prof_008,timer,3_questions,notification
u_00138,power_user,2025-01-13,0.7990690275947756,0.99,0.95,,11.289616828534337,prof_008,timer,3_questions,notification
u_00139,power_user,2025-01-11,0.919295166064555,0.99,0.798389096028574,,12.421446481377298,prof_008,timer,5_questions,notification
u_00140,power_user,2025-01-05,0.7911107229253823,0.9159869206403045,0.7960270358999104,,11.092405386012144,prof_019,timer,5_questions,no_notification
u_00141,power_user,2025-01-11,0.863998431315991,0.8937255476350812,0.95,,12.193831772962842,prof_012,timer,3_questions,notification
u_00142,power_user,2025-01-08,0.9391081809268039,0.9795137309530894,0.8908430518491469,,12.66317499797021,prof_010,timer,3_questions,no_notification
u_00143,power_user,2025-01-10,0.8198676097347342,0.99,0.8486290557811261,,11.256916135603129,prof_019,no_timer,5_questions,notification
u_00144,power_user,2025-01-04,0.8527862456144347,0.99,0.795376768514259,,14.29432547919092,prof_003,timer,3_questions,no_notification
u_00145,power_user,2025-01-09,0.8101748520671206,0.9830387615861069,0.9037659430106153,,13.978257931636156,prof_020,timer,3_questions,no_notification
u_00146,power_user,2025-01-03,0.8926123244515134,0.8339631313010935,0.8685060214276806,,12.942210020221005,prof_018,no_timer,5_questions,notification
u_00147,power_user,2025-01-02,0.8920263625125778,0.9480754139990129,0.8578260053757356,,12.123983939167548,prof_017,no_timer,3_questions,no_notification
u_00148,power_user,2025-01-11,0.8377128467957028,0.9363638215126164,0.7451556678529214,,11.918557700223282,prof_016,timer,5_questions,no_notification
u_00149,power_user,2025-01-08,0.9019413072555964,0.9150891985842323,0.8346548252929122,,10.919051647045224,prof_015,timer,5_questions,notification
u_00150,power_user,2025-01-02,0.7991403914727304,0.9758334654324061,0.8400444714587367,,11.753196512925456,prof_017,no_timer,5_questions,no_notification
u_00151,power_user,2025-01-13,0.821084303853635,0.9044721077630059,0.8364567676176836,,9.582058230524872,prof_014,no_timer,5_questions,notification
u_00152,power_user,2025-01-03,0.8599042380383928,0.9427819794038028,0.8513168996559882,,11.179711588139412,prof_003,no_timer,5_questions,notification
u_00153,power_user,2025-01-13,0.9043052763384828,0.9302708840881702,0.7974632140275719,,13.051413392169115,prof_015,no_timer,5_questions,notification
u_00154,power_user,2025-01-03,0.9194291134520144,0.8170324321475313,0.7760811672540529,,10.139039883468644,prof_016,no_timer,3_questions,no_notification
u_00155,power_user,2025-01-06,0.8321733955027961,0.9619148131060724,0.8516140482612155,,11.667716854972925,prof_007,no_timer,5_questions,no_notification
u_00156,power_user,2025-01-03,0.779624415264109,0.9111091656204562,0.8244712077267086,,14.628405665135434,prof_009,no_timer,3_questions,notification
u_00157,power_user,2025-01-07,0.8371591486037133,0.99,0.7988738184901124,,12.511482528415701,prof_003,timer,5_questions,no_notification
u_00158,power_user,2025-01-07,0.8549372888818667,0.9434827427006396,0.9050238759710316,,10.420111919032506,prof_018,timer,5_questions,no_notification
u_00159,power_user,2025-01-08,0.8379837300920933,0.9312589596225201,0.9155479984101746,,12.66639496722906,prof_015,timer,3_questions,no_notification
u_00160,power_user,2025-01-11,0.8362095217199004,0.8971234374283328,0.8498281872548619,,11.614316593129173,prof_008,no_timer,3_questions,no_notification
u_00161,power_user,2025-01-10,0.76651104139658,0.99,0.8179249384525439,,10.77554188641773,prof_019,no_timer,5_questions,no_notification
u_00162,power_user,2025-01-02,0.8335334500840099,0.9451586981303294,0.8562234727917826,,13.523530417595227,prof_014,no_timer,5_questions,no_notification
u_00163,power_user,2025-01-14,0.8974858040297968,0.931950626037205,0.8622483836176638,,12.386209851873987,prof_009,no_timer,5_questions,notification
u_00164,power_user,2025-01-14,0.8985911345086368,0.9484520874681713,0.8632142463556715,,14.019066311197076,prof_004,timer,5_questions,notification
u_00165,power_user,2025-01-03,0.9350714621763085,0.9543849741430868,0.8402848712418239,,14.431152035200911,prof_018,timer,3_questions,notification
u_00166,power_user,2025-01-09,0.8585432719063971,0.940800833182366,0.8809216966532697,,12.521372558042506,prof_016,no_timer,5_questions,notification
u_00167,power_user,2025-01-13,0.9051512633388891,0.99,0.8860323612997397,,13.968137924624465,prof_007,no_timer,3_questions,no_notification
u_00168,power_user,2025-01-10,0.7685203507011836,0.977593182765475,0.95,,13.076387369689575,prof_006,no_timer,3_questions,notification
u_00169,power_user,2025-01-10,0.8219316570452171,0.9657101866475225,0.8587892217394106,,11.0306859572655,prof_009,timer,3_questions,no_notification
u_00170,power_user,2025-01-06,0.804671066349048,0.99,0.8750568561477392,,15.446938463995624,prof_005,no_timer,3_questions,notification
u_00171,power_user,2025-01-10,0.84209492549649,0.99,0.8991806976908385,,8.44541788577333,prof_019,no_timer,5_questions,no_notification
u_00172,power_user,2025-01-02,0.8758829510234561,0.9137128093423267,0.8893383382238539,,10.866925601470015,prof_015,no_timer,3_questions,notification
u_00173,power_user,2025-01-10,0.891220769412873,0.9437693109328265,0.9174017362980863,,14.251457445846434,prof_009,no_timer,3_questions,notification
u_00174,power_user,2025-01-06,0.9540657328382571,0.9347723180756371,0.8847660403473859,,12.268555194823447,prof_013,no_timer,3_questions,notification
u_00175,power_user,2025-01-01,0.8648880125459198,0.864022949664389,0.8941779035305456,,11.579075975752778,prof_005,timer,5_questions,notification
u_00176,power_user,2025-01-01,0.9780042269134397,0.9451970050137675,0.9374636663142838,,10.94523536231117,prof_008,timer,5_questions,notification
u_00177,power_user,2025-01-05,0.7865989244178466,0.8835427086419242,0.95,,10.94358130411516,prof_017,no_timer,5_questions,no_notification
u_00178,power_user,2025-01-08,0.7721023841161666,0.9299809319908341,0.9049868810056055,,12.798892664055828,prof_010,no_timer,5_questions,notification
u_00179,power_user,2025-01-12,0.8346107191660094,0.9170550789011898,0.913186860694401,,13.515212190642927,prof_020,timer,3_questions,notification
u_00180,power_user,2025-01-01,0.8588850500466627,0.8832327820644948,0.8990098925502982,,12.915878617925735,prof_009,timer,3_questions,notification
u_00181,power_user,2025-01-05,0.8902401589366903,0.99,0.8819870847955213,,12.017022718464329,prof_006,timer,3_questions,notification
u_00182,power_user,2025-01-02,0.7736724069151126,0.9471047546331107,0.920924236731927,,12.200771481369,prof_014,no_timer,5_questions,no_notification
u_00183,power_user,2025-01-14,0.867876312191861,0.920636529111691,0.8703610106380696,,11.768944926049901,prof_002,timer,5_questions,no_notification
u_00184,power_user,2025-01-11,0.8480222423071673,0.9840750348686311,0.8814159188065229,,12.044634209243615,prof_015,timer,3_questions,no_notification
u_00185,power_user,2025-01-02,0.9595533002779859,0.9670033815262615,0.8162965507523339,,14.121060691504152,prof_019,timer,5_questions,notification
u_00186,power_user,2025-01-12,0.797875756288643,0.99,0.8669486373376603,,12.202477081229533,prof_018,timer,3_questions,no_notification
u_00187,power_user,2025-01-08,0.9223488942176866,0.9598277388255787,0.9315922269734318,,9.771659440444541,prof_005,timer,3_questions,notification
u_00188,power_user,2025-01-13,0.7825268214287238,0.9792751730429289,0.9156699795102723,,12.070525819685617,prof_010,no_timer,5_questions,notification
u_00189,power_user,2025-01-03,0.8487861360054029,0.9222388000435618,0.7997295504407719,,12.851780210656907,prof_015,no_timer,5_questions,no_notification
u_00190,power_user,2025-01-09,0.8277248739299614,0.99,0.95,,11.215709959270097,prof_017,no_timer,5_questions,notification
u_00191,power_user,2025-01-14,0.849556798867181,0.94326636229587,0.9193087460094601,,11.32150775154825,prof_020,timer,5_questions,no_notification
u_00192,power_user,2025-01-02,0.753316084944622,0.8896302084176813,0.8264710960161417,,13.02393485468572,prof_020,no_timer,3_questions,notification
u_00193,power_user,2025-01-10,0.8175724071970314,0.99,0.8937002892542786,,12.075459784132981,prof_008,timer,5_questions,notification
u_00194,power_user,2025-01-14,0.8915771378854641,0.9603806344114032,0.8725405420120641,,11.010879882823497,prof_006,no_timer,5_questions,no_notification
u_00195,power_user,2025-01-13,0.9083551457191817,0.99,0.8015019831171328,,12.110944446110352,prof_006,no_timer,5_questions,notification
u_00196,power_user,2025-01-02,0.8292066329294108,0.9447975121600182,0.9057636426493383,,13.791272943826604,prof_016,no_timer,5_questions,no_notification
u_00197,power_user,2025-01-07,0.9210252123994928,0.9214626853125262,0.8383822213447886,,12.707123334579606,prof_011,timer,3_questions,no_notification
u_00198,power_user,2025-01-03,0.8147394631835109,0.9148189968536776,0.95,,13.406757452349966,prof_014,no_timer,5_questions,no_notification
u_00199,power_user,2025-01-14,0.8433470957664465,0.99,0.8053085179392879,,10.925915818899007,prof_018,timer,5_questions,notification
u_00200,power_user,2025-01-13,0.8642932695362452,0.9667228394993512,0.9129272136336415,,15.015306808149525,prof_011,no_timer,5_questions,notification
u_00201,power_user,2025-01-11,0.8017191200061424,0.9073292980125173,0.8822796082235025,,11.053511805189078,prof_013,timer,5_questions,no_notification
u_00202,power_user,2025-01-05,0.884738051542327,0.8969586602082952,0.7059595585619958,,10.694665136784732,prof_002,timer,5_questions,no_notification
u_00203,power_user,2025-01-13,0.8575684737285187,0.99,0.9072333722159195,,15.025331316280374,prof_015,timer,3_questions,no_notification
u_00204,power_user,2025-01-13,0.8791964092662982,0.932035395460647,0.9095327415346155,,13.663055370874362,prof_018,timer,5_questions,no_notification
